"externalId","classificationOfInstructionalProgramCode","courseNumber","courseTitle","subjectAbbreviation","departmentExternalId","institutionExternalId","facilityExternalId","description"
"SOC 116  PZ","","SOC 116  PZ","Women and Law","ZSOC","ZSOC","PZ","PZ",""
"SOC 117  PZ","","SOC 117  PZ","Immigrant America","ZSOC","ZSOC","PZ","PZ","Immigrant America: The Second Generation

This course focuses on the children of contemporary immigrants and their experiences with growing up in the United States. As the children of immigrants arriving after the 1965 Hart-Cellar Act, the majority of these children have origins in Latin America, Africa, Asia and the Caribbean. Drawing on sociological texts, fiction and memoir, we will explore the social factors, historical legacies, and policies that, in a large part, shape the lived experiences of the children of immigrants such as the sociological concepts of adaptation, and assimilation while also examining issues of race, ethnic identity, education, gender, and media representations. "
"SOC 118  PO","","SOC 118  PO","Japanese Families","PSOC","PSOC","PO","PO","Japanese Families in a Globalizing World. Examination of the ìtraditional ideal familyî in Japan, comparisons with ideal family forms in other societies, changes in Japanese family patterns over time as attitudes and behaviors are influenced by traditional values and challenged by modern and postmodern changes in Japan and other parts of the world. Readings compare family patterns in modern Japan with those in Asia, Europe, and North America. Japanese films depicting aspects of family life compare media images with the realities of contemporary Japanese society."
"SOC 118  PZ","","SOC 118  PZ","Sociology of Secularity","ZSOC","ZSOC","PZ","PZ","Examines contemporary secularity: who tends to be secular, & how secularity is related to various aspects of social life. "
"SOC 119  PO","","SOC 119  PO","Fascist!","PSOC","PSOC","PO","PO","Through social science, history, literature, film, music, and art, the course explores the phenomenon of fascism. Covers classic 20th century fascism, contemporary parallels and contrasts, and imagined future and alternate fascisms. Letter grade only."
"SOC 120  PZ","","SOC 120  PZ","Sex Politics","ZSOC","ZSOC","PZ","PZ","This course will critique
heteronormativity and highlight the social construction and regulation of sexuality. It
will examine a range of political issues and movements, such as: sexuality
education; gay, lesbian, bisexual, transgender and queer movements and the
interactions of race, gender, class and sexuality."
"SOC 121  PO","","SOC 121  PO","Radicals, Rev, and Terrorists","PSOC","PSOC","PO","PO","Radicals, Revolutionaries and Terrorists. What can be learned about radicalism and political violence by examining movement and individuals?  Events discussed range from historical to contemporary, from the 1960s to the 'Arab Spring'.  Focus on causes and dynamics of terrorism, radical movements and revolution across comparative cases with international scope.  Letter grade only."
"SOC 122  PZ","","SOC 122  PZ","Sociology of Health & Medicine","ZSOC","ZSOC","PZ","PZ","Students in this course will better understand and become familiar with how social characteristics (age, race, class, gender, sexual orientation) influence an individualís experience of health, illness, medical institutions and more in healthcare professions. Our main focus is to examine social epidemiology and health and illness definitions. Prerequisite: Sociology 1; at least junior standing and with special permission otherwise.
"
"SOC 123  PZ","","SOC 123  PZ","Comparative Urbanisms","ZSOC","ZSOC","PZ","PZ",""
"SOC 124  AA","","SOC 124  AA","Global Asia America","PSOC","PSOC","PO","PO","Global Asia/Asian America. Course examines the challenges that globalization poses to people of  Asian descent living outside of their country of birth. Case studies, especially those involving education, sexuality, citizenship, gender, family and work, are used to question new concepts, such as ìflexible citizenship,î ìcultural hybridity,î and ìtransmigrant,î which have emerged to describe new forms of belonging in this global age. Letter grade only."
"SOC 124  AF","","SOC 124  AF","Geohazards*","ZSOC","ZSOC","PZ","PZ","This course offers an introduction to the processes
underlying social and spatial differentiation, with particular reference to race, gender,
sexuality and class. We examine how social difference and social inequalities are
constituted through space, not just expressed spatially."
"SOC 124  BK","","SOC 124  BK","Race, Place and Space","ZSOC","ZSOC","PZ","PZ",""
"SOC 124  PZ","","SOC 124  PZ","Race, Place and Space","ZSOC","ZSOC","PZ","PZ",""
"SOC 125  PZ","","SOC 125  PZ","Workshop in Urban Studies","ZSOC","ZSOC","PZ","PZ",""
"SOC 126  AA","","SOC 126  AA","Immigration & Second Generation","PSOC","PSOC","PO","PO","Analysis of post-1965 children of immigrants and/or immigrant children in Asian America. Emphasis of variations on coming-of-age patterns. Examines diverse childhood experiences, including transnational children, refugee children and "left-behind" children. Emphasis on gender, class, ethnicity, intergenerational relations, education, sexuality, popular culture and globalization and specifically how young adults negotiate major American institutions such as the labor market and educational systems. Letter grade only. "
"SOC 126  PZ","","SOC 126  PZ","Race & Family as Organizations","ZSOC","ZSOC","PZ","PZ","In this seminar, we will learn the different ways race organizes society including the family. In addition to readings on this topic, students will also provide feedback on the instructorís manuscript in this area."
"SOC 128  JT","","SOC 128  JT","The University Black List","ZSOC","ZSOC","PZ","PZ","Like every age, our's has its dangerous ideas. Hundreds of disinvitation movements have sprung up on American college campuses in recent years to protect students from ideas they might find threatening, offensive, or dangerous. These movements have targeted a broad spectrum of influential intellectualsófrom classical liberals like Ayaan Hirsi Ali to leftists like Angela Davis to conservatives like Christina Hoff Sommers. By exploring books by many such disinvited authors, this course explores contemporary contention over free speech, provides a window into the dangerous ideas of our time, and will help students think more deeply about the virtues and costs of censoring them."
"SOC 129  PZ","","SOC 129  PZ","Sociology of Aging","ZSOC","ZSOC","PZ","PZ",""
"SOC 130  PO","","SOC 130  PO","Sociology of Violence","PSOC","PSOC","PO","PO","Sociology of Violence. Sociological perspectives on the nature, causes and consequences of violence. Topics include gang violence, hate crimes, violence against women, war, genocide and violence in intimate relations, schools, sports and other institutions.  Letter grade only."
"SOC 130  PZ","","SOC 130  PZ","Selling Emotions","ZSOC","ZSOC","PZ","PZ","This course will interrogate how intimate life is commodified in late capitalism. We will examine how employers script workers' emotional performances in retail services and how relationships are packaged and sold in sex work and care work. We will also explore how the global political economy structures emotional labor."
"SOC 134  PZ","","SOC 134  PZ","Urban Life in LA","ZSOC","ZSOC","PZ","PZ",""
"SOC 135  PO","","SOC 135  PO","Life Transitions After College","PSOC","PSOC","PO","PO","Event-rich and unpredictable, the years immediately after college graduation comprise multiple transitions from student to worker, from daughter to mother, from son to father, from learner to teacher, from employee to employer.  For many students, the four years of residential college are a liminal time, as they move from adolescence to young adulthood.  What happens over the next two decades?  In this course we will read social science books and articles as well as a selection of memoirs about the transition to parenthood, the transition to marriage or partnering, labor force transitions, as well as residential transitions.  We will also consider what happens when disruptions, such as prison, illness, unexpected pregnancy, or unemployment postpone or prohibit expected life transitions. The readings will be based primarily on U.S. experiences and reflect variations and differences, with respect to gender, race, ethnicity, social class.  Class discussions and papers will analyze universal trends well as patterns of differences in the experience of life transitions.  A writing-intensive course, the assignments will include weekly (ungraded) reflections about the readings, and four formal papers, including one based on student research."
"SOC 136  AF","","SOC 136  AF","Framing Urban Life","ZSOC","ZSOC","PZ","PZ","The course draws upon a wide range of disciplinary
orientations that examine the theories of urban life and representations of urban
places and their cultures through literature, Websites, maps, architecture,
photography, documentary, film, popular art, music, and advertising in local and
international cites."
"SOC 137  PZ","","SOC 137  PZ","Sociology of Everyday Life","ZSOC","ZSOC","PZ","PZ",""
"SOC 142  AF","","SOC 142  AF","Black & So. Asian Diaspora in GB","ZSOC","ZSOC","PZ","PZ","(Formerly:
Transatlantic Black and South Asian Experience) This course examines the
experience of Black and Asian diasporas in Great Britain using film, documentary,
novels, and ethnographic studies. How do these texts enable us to examine the
socio-historical, cultural and social ideas of nation and nationhood, belonging and
exclusion, gender and sexuality, identity and the politics of resistance in these
communities?"
"SOC 142  PO","","SOC 142  PO","Sociology of Race & Ethnicity","PSOC","PSOC","PO","PO","Sociology of Race and Ethnicity. Analysis of the history and contemporary patterns of race and ethnicity in the U.S. in the context of social, political and economic changes. Structural theories, prejudice and discrimination, assimilation, gender, political mobilization and possibilities for change are considered. Prerequisite: 51."
"SOC 142  PZ","","SOC 142  PZ","Black & So. Asian Diaspora in GB","ZSOC","ZSOC","PZ","PZ",""
"SOC 145  CH","","SOC 145  CH","Restructuring Communities","ZSOC","ZSOC","PZ","PZ","This course examines how Chican@/Latin@ and multi-racial communities are being transformed both locally and globally. Issues of community building and empowerment through community engagement at a day labor center, youth detention center, and a women's empowerment facility will be a fundamental component of the class."
"SOC 146  PO","","SOC 146  PO","Women's Roles in Society","PSOC","PSOC","PO","PO","Womenís Roles in Society. Critique of womenís roles proposed by sociobiology, psychology, anthropology and Marxism. Socialization and the role of the media in encouraging gender differentiation; how gender roles relate to social inequality; and the consequences of gender-role differentiation for the workplace and the family. Strategies for reducing gender inequality. Letter grade only."
"SOC 146  PZ","","SOC 146  PZ","Sociology of Homelessness","ZSOC","ZSOC","PZ","PZ","This course is an analysis of the social and structural development of homelessness in America.  We will explore the theoretical underpinnings  of this social problem.  We will focus on the structures, functions, and historical variations of this form of disorganization and analyze current trends.  Utilizing the readings, real world examples and student centered research we will go from understanding the various sociological theories associated with homelessness;  to the lived realities of people experiencing homelessness; to discussion(s) on solutions, institutional inertia, public policy and problem solving."
"SOC 147  AA","","SOC 147  AA","Sport Sociology: Asian Americans","ZSOC","ZSOC","PZ","PZ",""
"SOC 147  PO","","SOC 147  PO","Sociology of Poverty","PSOC","PSOC","PO","PO","Examines theories of poverty, solutions to poverty and the excessive inequality of contemporary life; focuses on empirical trends and determinants of poverty, everyday life of the poor, the interactive impact of racial and gender inequality and the experiences of those groups that have a history of persistent poverty. Letter grade only."
"SOC 148  PO","","SOC 148  PO","Sociology of Emotions","PSOC","PSOC","PO","PO","Sociology of Emotions. Examines how emotions like pain, anger, love, envy, jealousy, shame, joy, anxiety and happiness motivate human behavior. Emphasis on social aspects of emotions that are shaped by interactions and institutions. Social construction of emotions, emotional management, feeling rules, ethnic and gender socialization of emotions and emotional division of labor in the family and workforce. Letter grade only."
"SOC 149  PZ","","SOC 149  PZ","Self and Society","ZSOC","ZSOC","PZ","PZ",""
"SOC 150  AA","","SOC 150  AA","Contemporary Asian-Amer Issues","PSOC","PSOC","PO","PO","Contemporary Asian American Issues. Survey of contemporary sociological theories and empirical studies focusing on Asian American experiences in the U.S. and globally; major themes in the sociological imagination including race, class, gender, sexuality, marriage/family, education, consumption, childhoods, aging, demography, and the rise of transmigration. Readings and other course materials will primarily focus on the period since 1965."
"SOC 150  CH","","SOC 150  CH","Chicanx/Latinx & Education CP","PSOC","PSOC","PO","PO","Examines the historical and institutional processes related to the educational experiences of Chicanas/os and Latinas/os. As well as exploring the relationship between school factors (curriculum, tracking, teacher expectations and educational resources) and educational performance, attention is given to the politics of language, research methodologies and forms of resistance. A community partnership option is part of the course. Prerequisites: Any course in Chaicanx-Latinx Studies or Sociology."
"SOC 152  PZ","","SOC 152  PZ","The Politics of Gender","ZSOC","ZSOC","PZ","PZ",""
"SOC 153  PZ","","SOC 153  PZ","Sociology of Work & Occupations","ZSOC","ZSOC","PZ","PZ",""
"SOC 154  PO","","SOC 154  PO","Hist/Devel Sociological Thry I","PSOC","PSOC","PO","PO","History and Development of Sociological Theory I: The Classical Tradition. Models of societies, groups and social interaction through the early 20th century, including theories of Marx, Weber, Durkheim and Simmel; analyzed with reference to human nature, social order and social change. Ways in which early theorists laid the groundwork for contemporary theories. For juniors and seniors only. Prerequisite: 51. Letter grade only."
"SOC 155  CH","","SOC 155  CH","Rural and Urban Social Movements","ZSOC","ZSOC","PZ","PZ","Examines the emergence of
social movements, the process of their formation and the varied strategies for their
mobilization. Particular attention is paid to the Chicana/o civil rights, farm labor and
union movements. Students organize a memorial and alternative spring break with
the United Farmworkers Union. Spring, J. CalderÛn.
"
"SOC 156  PZ","","SOC 156  PZ","Sociology of the Family","ZSOC","ZSOC","PZ","PZ","In this course, we will examine the institution of the American family from a sociological perspective. Although we may think of the family as being part of our private lives, it is very influenced by the social forces around us. Students will learn to critcally evaluate their assumptions about family structure and processes, but also critically evaluate social sceince research presented in the media, research articles and political arenas. "
"SOC 157  PO","","SOC 157  PO","History & Devel Soc Theory II","PSOC","PSOC","PO","PO","Critique of problems, methods and theories characteristic of 20th-century sociological inquiry. Relationship of sociology to the humanities, natural sciences and other social sciences. Contemporary trends, including critical approaches to the study of society. Prerequisite: SOC 051 PO. Letter grade only."
"SOC 157  PZ","","SOC 157  PZ","Gender in American Society","ZSOC","ZSOC","PZ","PZ","Media, family, and racial/ethnic identity are just some of many ways in which gender expressions are influenced and countered by American culture in the U.S. . By examining various works and debates by scholars and writers (including journalists and activists) who speak of their experiences as well as those who study gender's impact on society, we will wrestle with and think critically about gender and how social constructs such as respectability politics, gendered expectation within workplaces, racism, transphobia, and heterosexism influence and counter gender expressions. Additionally, we'll examine how emotions like anger are regarded, lived experiences of nonbinary and binary people, the relationship between identity and politics, and social change as well as conflicts with feminist circles as described by Roxane Gay, Brittney Cooper, bell hooks, Patricia Hill Collins, Tressie McMillan-Cottom, and Rebecca Solnit."
"SOC 158  PZ","","SOC 158  PZ","Comparative Diasporas","ZSOC","ZSOC","PZ","PZ",""
"SOC 160  PZ","","SOC 160  PZ","Collective Memory","ZSOC","ZSOC","PZ","PZ",""
"SOC 165  PZ","","SOC 165  PZ","Secularism & Skepticism","ZSOC","ZSOC","PZ","PZ","Examines secular people, atheist
ideologies and skeptical criticisms of religion. Explores the most compelling
arguments against theism and religious faith. Strongly recommended for those
interested in religionóor in debunking religion."
"SOC 170  PZ","","SOC 170  PZ","Internship: Soc of Health & Med","ZSOC","ZSOC","PZ","PZ","Internship: Sociology of Health and Medicine

Engaging in the healthcare sector (or other arenas which have a health-oriented focus) not only provides a lens as to the relationships between health consumers and health providers, but also provides students with experiential knowledge of various arenas within the U.S. healthcare systems. Over the semester, students work at least 4 hours a week in an internship of their interest but will not necessarily be providing actual treatment of patients. In addition, our class meets once a week in which we will discuss poignant readings related to the healthcare system that not only focus on the lives of health consumers/patients but also more critically examines the social relationships. "
"SOC 175  PZ","","SOC 175  PZ","Fieldwork in Health Care","ZSOC","ZSOC","PZ","PZ",""
"SOC 176  PZ","","SOC 176  PZ","Bolivia, Iraq & US Foreign Pol","ZSOC","ZSOC","PZ","PZ",""
"SOC 178  PZ","","SOC 178  PZ","Social Movements New World Order","ZSOC","ZSOC","PZ","PZ",""
"SOC 179  PZ","","SOC 179  PZ","Social Movements Thru Present","ZSOC","ZSOC","PZ","PZ",""
"SOC 180  PZ","","SOC 180  PZ","GLMP Seminar","ZSOC","ZSOC","PZ","PZ","The goal of this course is to provide a structured, curriculum-focused learning experience for the first-year students who participate in the Global Local Mentorship Program (GLMP). It will provide an opportunity  for students to learn about and engage with the study tour themes before attending the GLMP spring break trip to Quito, Ecuador. The course is designed to introduce students to the needed information to enhance their ability to make academic/intellectual connections between global and local issues/topics/themes. An emphasis will be placed on developing an action-oriented community engagement project that will be carried out during their sophomore year."
"SOC 181  PZ","","SOC 181  PZ","Violence-Intimate Relationships","ZSOC","ZSOC","PZ","PZ",""
"SOC 185  PZ","","SOC 185  PZ","Seminar in Indigeneous Issues","ZSOC","ZSOC","PZ","PZ",""
"SOC 188  AA","","SOC 188  AA","Teaching as Social Change","ZSOC","ZSOC","PZ","PZ",""
"SOC 188  PZ","","SOC 188  PZ","Seminar: Sex & Religion","ZSOC","ZSOC","PZ","PZ",""
"SOC 189  PZ","","SOC 189  PZ","Seminar: Contemporary Secularity","ZSOC","ZSOC","PZ","PZ",""
"SOC 189A PO","","SOC 189A PO","Media and Society","PSOC","PSOC","PO","PO","This course applies the insights of sociology to the study of media and culture. It examines the role media play in various social phenomena, including interaction, power, and identity. It combines this sociological perspective with a historical one, exploring in turn the sociological dimensions of print, electronic, and digital media. Students will be encouraged to reflexively consider the role of media in their own lives. Letter grade only."
"SOC 189A PZ","","SOC 189A PZ","IGLAS Seminar","ZSOC","ZSOC","PZ","PZ","This course will provide a historical and theoretical understanding of diversity, equity and inclusion in higher
education. It will focus on three significant areas in postsecondary education: access and participation, campus
climate and curriculum, and outcomes and student success. An emphasis will be placed on effective ways to
translate theory into practice."
"SOC 189B PO","","SOC 189B PO","Gender and Dev in Latin Amer","PSOC","PSOC","PO","PO","This course examines the multiple ways in which gender inequality impacts development in Latin American countries. It also addresses the creative solutions feminist movements, governments, and international actors have generated and implemented in the region to eliminate it and the tensions associated with them. Letter grade only."
"SOC 189C PO","","SOC 189C PO","Sociology of Popular Culture","PSOC","PSOC","PO","PO","This course will explore several defining theoretical approaches in the field and briefly survey the history of popular culture in the United States. The class then explores themes and problems in contemporary American popular culture with special attention to the problem of values, broadly defined, in the late-twentieth and early-twenty-first centuries. Letter grade only."
"SOC 189D PO","","SOC 189D PO","Disease, Destruction & Disaster","PSOC","PSOC","PO","PO","This course examines disaster as a social phenomenon and broader trends in managing, calculating, and responding to a variety of threats and catastrophes. We will focus on the history of disaster response and policy in the U.S., theories of reflexive modernity, risk, and trauma, and cultural responses to calamity in California and in the U.S.more broadly. Case studies include Hurricane Katrina, the BP Deepwater Horizon oil spill, Fukushima, and outbreaks of whooping cough and Ebola. "
"SOC 189E PO","","SOC 189E PO","Sociology of Space and Time","PSOC","PSOC","PO","PO","This course explores the organization of space and time as fundamental features of social experience. It considers both in relation to dynamics of social interaction, social power, and the self, integrating classical and contemporary approaches. The course combines social theory with ethnographic practice and analysis to understand how space and time are constituted and experienced in everyday life. Letter grade only."
"SOC 189G PO","","SOC 189G PO","Sociology through Literature","PSOC","PSOC","PO","PO","In this class, students will develop their sociological imagination (the ability to connect individual situations with overall patterns in society) and use it to critically examine different forms of inequality and the diverse ways in which social movements and communities live and contest such inequality. Students will accomplish this by analyzing a wide array of literary works, emphasizing those from historically marginalized groups (women, people of color, members of the LGBTI community, migrants and their descendants, low-income groups, and others), from a sociological perspective. The course is based on two key ideas: (1) that human imagination and creativity are key elements for any form of social change, and (2) that a dialogue between sociology and literature is an engaging and multidisciplinary pedagogy that will help students realize the crucial importance of listening to all voices; especially those of the groups that have been historically devalued or ignored. Letter grade only."
"SOC 189K PO","","SOC 189K PO","Globalizing Participation","PSOC","PSOC","PO","PO","In this class, students will learn about the institutional innovations public officials and historically marginalized groups (women, people of color, members of the LGBTI community, migrants and their descendants, low-income groups, and others) have come up with in order to make public policies more inclusive around the world. A particular emphasis will be given to countries from the Global South, where most of these innovations are being created. Although Participatory Budgeting (PB) is the most famous of these innovations, the class will critically examine PB and many others as well as the multiple ways in which they have become globalized as different actors share them and/or transform them into international best practices. Letter grade only."
"SOC 189O PO","","SOC 189O PO","Gender and Embodiment","PSOC","PSOC","PO","PO","Explores the cultural and political dimensions of gender,the body and society. Topics include a discussion of cosmetic surgery, modeling and the veil. We will consider gendered bodies within the context of institutions such as the media, medicine and the market. Letter grade only."
"SOC 190  PO","","SOC 190  PO","Senior Seminar","PSOC","PSOC","PO","PO","An advanced seminar on a selected topic in sociology. Students write a critical synthesis of sociological research on a topic of their choice after reading recent monographs and articles on the seminar theme. Required of all sociology seniors except Sociology/PPA and Sociology/Gender and Women's Studies majors. Prerequisites: SOC 102 PO, SOC 104 PO, SOC 154 PO and SOC 157 PO. Letter grade only."
"SOC 190  PZ","","SOC 190  PZ","Soc of Palestine-Israel Conflict","ZSOC","ZSOC","PZ","PZ",""
"SOC 191  PO","","SOC 191  PO","Senior Thesis","PSOC","PSOC","PO","PO","Tutorial discussion, independent empirical research and writing on an original project. Students select one or two sociology faculty advisors. Not required for graduation but counts as a sociology elective. Students must take SOC 191 in both fall and spring semesters; credit and grade are given at the end of the spring semester. Pre- or co-requisite: SOC 190 PO. Letter grade only."
"SOC 191  PZ","","SOC 191  PZ","Sociology of the West Indies","ZSOC","ZSOC","PZ","PZ",""
"SOC 191  SC","45.1101","SOC 191  SC","Sr Thesis: Sociology","SOC","SOC","SC","SC",""
"SOC 194A PZ","","SOC 194A PZ","Global Local Research Workshop","ZSOC","ZSOC","PZ","PZ","These pass-fail half-courses are for students applying for Fulbright fellowships to undertake international research or teaching. The workshop will guide students through the development of proposals, personal statements and other elements of an application. The course will follow a workshop model of organization in which participants accept a significant responsibility for contributing to the learning of the group. Class sessions will consist of multiple small-group activities, which will require active participation. In addition to in-class activities, students will be expected to complete assigned readings, written assignments and peer-feedback/evaluation. The course is designed to be an encompassing and flexible vehicle to manage the large number of students applying for 2015-16 Fulbright awards. Students may audit.
"
"SOC 194B PZ","","SOC 194B PZ","Global Local Teaching Workshop","ZSOC","ZSOC","PZ","PZ","These pass-fail half-courses are for students applying for Fulbright fellowships to undertake international research or teaching. The workshop will guide students through the development of proposals, personal statements and other elements of an application. The course will follow a workshop model of organization in which participants accept a significant responsibility for contributing to the learning of the group. Class sessions will consist of multiple small-group activities, which will require active participation. In addition to in-class activities, students will be expected to complete assigned readings, written assignments and peer-feedback/evaluation. The course is designed to be an encompassing and flexible vehicle to manage the large number of students applying for 2015-16 Fulbright awards. Students may audit.
"
"SOC 199A PZ","","SOC 199A PZ","Senior Seminar","ZSOC","ZSOC","PZ","PZ","This course will serve as the culminating academic experience for your study in sociology by bringing together the ideas, knowledge, skills and research experiences you have acquired from previous sociology courses. As such, this class not only provides a reflective lens but also provides students with the opportunity to engage challenging and diverse readings as well as participate in active, stimulating and fun class discussions. Over the semester, students will have the opportunity to reflect on what you have learned in your sociology courses in three distinct ways: a) becoming an expert in discussing a particular social institution - either one you engaged or didn't engage at Pitzer; b) create and submit blog posts using media and quotes to our class Tumblr page (site under construction) - these posts will serve as a way of showing that you can teach sociology to the general masses and c) applying your sociological expertise to a real-world situation and make policy recommendations. In addition, our class meets once a week in which we will discuss poignant readings related to the study of social structure that not only focus on the lives of individuals within social groups but also more critically examines the social relationships that foster social inequity and/or foster social change. "
"SOC 199B PZ","","SOC 199B PZ","Adv Independent Research/Thesis","ZSOC","ZSOC","PZ","PZ","Advanced Independent Research Project/Thesis: All sociology majors planning to write a senior thesis/research project must enroll in this class, which will serve as an anchor for your work-- helping you write your thesis/research project & guiding you through all the steps along the way."
"SOC 199DRPO","","SOC 199DRPO","Sociology: Directed Readings","PSOC","PSOC","PO","PO","Directed Readings. Syllabus reflects workload of a standard course in the department or program.  Examinations or papers equivalent to a standard course. Regular interaction with the faculty supervisor. Weekly meetings are the norm. Available for full- or half-course credit."
"SOC 199IRPO","","SOC 199IRPO","Sociology: Independent Research","PSOC","PSOC","PO","PO","Independent Research or Creative Project. A substantial and significant piece of original research or creative product produced. Pre-requisite course work required. Available for full- or half-course credit."
"SOC 199RAPO","","SOC 199RAPO","Sociology: Research Asstship","PSOC","PSOC","PO","PO","Research Assistantship. Lab notebook, research summary or other product appropriate to the discipline is required. Half-course credit only."
"SOC 999  PZ","","SOC 999  PZ","Independent Study","ZSOC","ZSOC","PZ","PZ",""
"SOSC140  HM","","SOSC140  HM","Economic Behaviors","HHSS","HHSS","HM","HM","This course will examine a sample of human behaviors commonly seen as economic -- including gift giving, pricing, and work ethics -- from the perspectives of a variety of disciplines outside of economics. We will be particularly interested in cultural, social, and historical factors that influence human economic actions and interactions and will consider works by anthropologists, historians, sociologists, psychologists, artists, literary critics, and others. This course does not require any background in economic theory and is not designed to advance students within the standard micro/macro economic sequence.

HSA Writing Intensive: No"
"SOSC147  HM","","SOSC147  HM","Enterprise and Entrepreneurs","HHSS","HHSS","HM","HM","Concepts and practices applicable to working as or with the manager of an enterprise. Some emphasis on enterprise formation and on management in high-technology firms.

HSA Writing Intensive: No
"
"SOSC150  HM","","SOSC150  HM","Public Speaking/Sci & Citizenshp","HHSS","HHSS","HM","HM","This course builds student speaking skills in three areas: communicating advanced topics in science and technology to non-specialists; speaking out on questions of politics and values; and engaging the intersection of the two through presentations on technically intensive social controversies. 

HSA Writing Intensive: No"
"SOSC179  HM","","SOSC179  HM","Special Topics in Social Science","HHSS","HHSS","HM","HM","This course will examine a sample of human behaviors commonly seen as economic -- including gift giving, investment, and the division of labor -- from the perspectives of a variety of disciplines outside of economics. We will be particularly interested in cultural, social, and historical factors that influence human economic actions and interactions and will consider works by anthropologists, historians, sociologists, psychologists, artists, literary critics, and others. 3 units."
"SOSC179A HM","","SOSC179A HM","Special Topics: Social  Science","HHSS","HHSS","HM","HM",""
"SOSC179B HM","","SOSC179B HM","Economic Behaviors","HHSS","HHSS","HM","HM","This course will examine a sample of human behaviors commonly seen as economic -- including gift giving, gambling, and work ethics -- from the perspectives of a variety of disciplines outside of economics. We will be particularly interested in cultural, social, and historical factors that influence human economic actions and interactions and will consider works by anthropologists, historians, sociologists, psychologists, artists, literary critics, and others. This course does not require any background in economic theory and is not designed to advance students within the standard micro/macro economic sequence."
"SOSC179C HM","","SOSC179C HM","Fair Science/Science Fairs","HHSS","HHSS","HM","HM","This course aims to provide HMC students with both academic lenses and first-hand experiences for thinking critically about the following question: In what ways do race, class, and gender play out in the science fair arena to impede vs. enhance interest in and access to STEM? In addition to reading scholarly work about the role science fairs in science education, HMC students will mentor local middle-school students' science fair projects. Transportation to the middle school will be provided by HMC.  The class will meet every other work for the full academic year; a grade for the Fall semester will be released upon successful completion of the Spring semester. As such, students must register for both semesters."
"SOSC180  HM","","SOSC180  HM","Tropical Forests: Policy & Prac","HHSS","HHSS","HM","HM","This course takes stock of the past two decades of social science research on tropical forests, examining the scale of deforestation, its causes and consequences, and the track record of attempted solutions. Special emphasis is placed on the ways in which values, institu≠tions, and political-economic forces shape the decisions that will determine the fate of the forests.

HSA Writing Intensive: No"
"SOSC197  HM","","SOSC197  HM","Independent Study in Social Sci","HHSS","HHSS","HM","HM",""
"SPAN001  CM","","SPAN001  CM","Introductory Spanish","MMOD","MMOD","CM","CM","Acquisition of basic skills: comprehension, speaking, reading, writing, with emphasis on aural comprehension and oral communication. This course includes laboratory work and tutorial sessions each week (times arranged). Letter grade only."
"SPAN001  PO","","SPAN001  PO","Elementary Spanish","PRLL","PRLL","PO","PO","Elementary Spanish. Acquisition of four basic skills: comprehension, speaking, reading, writing, with emphasis on the spoken language. 1, each fall; 2, each spring. Course is equivalent to SPAN001  CM, SPAN001  PZ, and SPAN001  SC."
"SPAN001  PZ","","SPAN001  PZ","Introductory Spanish","ZSPA","ZSPA","PZ","PZ","This is an introductory course to both the Spanish language and the cultures where the Spanish language is spoken. It emphasizes a communicative approach and implements a variety of multisensory techniques which foster the development of oral proficiency in Spanish. While it is still important to study vocabulary and produce the language, our approach will be directed toward the exploration and deeper understanding of the language, interacting with authentic language in cultural context, in partnership with Pitzer Study Abroad programs in Costa Rica and Ecuador. Extending learning to the online environment will allow us to use a variety of instructional strategies that enhance both individual and collaborative student engagement ‚Äì to include more images, audio and video to increase cultural immersion as part of the learning experience and to incorporate frequent low-stakes assignments with rapid feedback. "
"SPAN001  SC","","SPAN001  SC","Introductory Spanish","SHSP","SHSP","SC","SC","Acquisition of four basic skills: comprehension, speaking, reading, writing, with emphasis on aural comprehension and oral communication. This course includes laboratory work and tutorial sessions (times arranged)."
"SPAN002  CM","","SPAN002  CM","Continuing Introductory Spanish","MMOD","MMOD","CM","CM","A continuation of Spanish 1 (see above description). Increased emphasis on oral expression, laboratory work and tutorial each week. Prerequisite: Spanish 1 or equivalent. Letter grade only."
"SPAN002  PO","","SPAN002  PO","Elementary Spanish","PRLL","PRLL","PO","PO","Elementary Spanish. Acquisition of four basic skills: comprehension, speaking, reading, writing, with emphasis on the spoken language. 1, each fall; 2, each spring. Course is equivalent to SPAN002  CM, SPAN002  PZ, and SPAN002  SC."
"SPAN002  PZ","","SPAN002  PZ","Continuing Introductory Spanish","ZSPA","ZSPA","PZ","PZ","Acquisition of four basic skills: comprehension,
speaking, reading and writing, with emphasis on the spoken language. This course
includes laboratory work and/or tutorial sessions."
"SPAN002  SC","","SPAN002  SC","Introductory Spanish","SHSP","SHSP","SC","SC","Acquisition of four basic skills: comprehension, speaking, reading, writing, with emphasis on aural comprehension and oral communication. This course includes laboratory work and tutorial sessions (times arranged)."
"SPAN011  PO","","SPAN011  PO","Spanish Conversation, Intermed","PRLL","PRLL","PO","PO","Spanish Conversation, Intermediate. Contemporary Spanish Language and Culture. Open to all students except native speakers. Credit for satisfactory participation in Oldenborg Center activities and two conversation classes weekly. Prerequisite: one year of college-level language study. Cumulative, one-fourth course credit; graded P/NC. Does not satisfy the foreign language requirement. Limited to one enrollment per semester and a cumulative total of one course credit."
